Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price,Duration_Hr,Duration_Min,Total_Rating
Jet Airways,1/4/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00,24:45:00,1,5406,24,45,5
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20,19:10,1,10844,19,10,8
SpiceJet,27/05/2019,Mumbai,Hyderabad,BOM → HYD,22:45,0:15,1:30,0,2017,1,30,5
Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,10:00,12:35,26:35:00,1,12373,26,35,8
Air India,6/6/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,12:15,1,8669,12,15,6
Air Asia,27/03/2019,Delhi,Cochin,DEL → BLR → COK,7:55,15:45,7:50,1,6151,7,50,7
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → HYD → COK,9:45,22:30,12:45,1,10348,12,45,10
Jet Airways,24/03/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2:40,0,8016,2,40,10
IndiGo,12/6/2019,Banglore,Delhi,BLR → DEL,8:30,11:20,2:50,0,4823,2,50,7
Air India,21/05/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2:30,0,5510,2,30,4
Air India,18/03/2019,Mumbai,Hyderabad,BOM → HYD,6:20,7:40,1:20,0,3100,1,20,6
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00,24:45:00,1,10262,24,45,9
Jet Airways,1/6/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7:30,1,14714,7,30,8
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,10262,9h,30,8
Air India,18/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:50,2:50,0,6961,2,50,8
IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,1:30,8h,1,6206,8h,30,8
Air India,15/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,8:15,22:55,14:40,2,7904,14,40,8
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35,17:25,2,12819,17,25,8
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,12:35,14:45,1,10262,14,45,8
IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,1:30,4:15,2:45,0,4591,2,45,6
Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,12:35,26:55:00,2,10368,26,55,10
Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,7:05,19:15,12:10,1,11142,12,10,6
Air India,6/4/2019,Delhi,Cochin,DEL → COK,5:10,8:00,2:50,0,4729,2,50,10
Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,13:00,1:30,12:30,1,9424,12,30,4
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → BOM → COK,9:00,15:30,6:30,1,15136,6,30,10
Air India,18/05/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,7:40,14:25,2,12199,14,25,6
Jet Airways,12/6/2019,Delhi,Cochin,DEL → BOM → COK,11:30,4:25,16:55,1,10262,16,55,8
IndiGo,3/4/2019,Delhi,Cochin,DEL → COK,14:20,17:35,3:15,0,4729,3,15,7
SpiceJet,9/6/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,3841,2,30,6
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,9:20,14:25,1,14388,14,25,8
IndiGo,27/06/2019,Mumbai,Hyderabad,BOM → HYD,2:35,4:05,1:30,0,2754,1,30,10
Air India,3/3/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,8:50,10:35,25:45:00,2,12358,25,45,7
Air India,15/05/2019,Kolkata,Banglore,CCU → BBI → HYD → BLR,9:10,4:40,19:30,2,6117,19,30,5
Jet Airways,24/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,4:25,22:55,2,15129,22,55,10
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,8:15,11:05,1,14388,11,5,7
Air India,24/06/2019,Delhi,Cochin,DEL → MAA → COK,12:30,9:25,20:55,1,7480,20,55,9
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,6:00,12:35,6:35,1,10791,6,35,9
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,7:05,4:25,21:20,1,12452,21,20,4
IndiGo,21/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:50,3:55,1,4226,3,55,4
Vistara,15/04/2019,Banglore,Delhi,BLR → DEL,21:00,23:50,2:50,0,5403,2,50,9
Multiple carriers,1/6/2019,Delhi,Cochin,DEL → HYD → COK,9:45,22:30,12:45,1,9646,12,45,5
Air Asia,3/6/2019,Banglore,Delhi,BLR → DEL,4:55,7:45,2:50,0,4282,2,50,7
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,8:55,15:30,6:35,1,7845,6,35,6
IndiGo,21/03/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2:20,0,3384,2,20,5
IndiGo,6/5/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2:55,0,4823,2,55,6
IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2:20,0,3597,2,20,5
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,9:00,21:00,12h,1,13587,12h,30,10
Air Asia,3/3/2019,Delhi,Cochin,DEL → BLR → COK,16:45,7:10,14:25,1,13474,14,25,9
IndiGo,21/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2:15,0,3384,2,15,7
Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,19:00,13:30,2,15129,13,30,7
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,8:15,25:45:00,1,8586,25,45,7
IndiGo,9/6/2019,Banglore,Delhi,BLR → DEL,23:30,2:20,2:50,0,4591,2,50,9
Jet Airways,27/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,11:45,12:35,24:50:00,2,13882,24,50,8
Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,13:00,1:35,12:35,1,18286,12,35,8
Air Asia,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,19:25,11:50,1,5192,11,50,8
Jet Airways,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,12:35,26:55:00,2,11118,26,55,7
IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,6:40,15:30,8:50,1,14871,8,50,5
Air India,24/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,5:25,19:25,2,15107,19,25,5
Air India,12/6/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,12:15,1,8669,12,15,7
GoAir,1/4/2019,Kolkata,Banglore,CCU → AMD → BLR,16:40,0:15,7:35,1,5171,7,35,7
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00,19:30,1,8529,19,30,6
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,23:05,4:25,5:20,1,7438,5,20,5
IndiGo,9/6/2019,Delhi,Cochin,DEL → BOM → COK,17:10,1:30,8:20,1,6206,8,20,8
Air India,9/6/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,2:45,0,7171,2,45,10
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,14:25,28:50:00,1,14151,28,50,10
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,8:15,13:20,1,14939,13,20,8
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,11:25,23:45,1,25735,23,45,10
Jet Airways,12/6/2019,Delhi,Cochin,DEL → LKO → BOM → COK,9:25,4:25,19h,2,13882,19h,30,7
Vistara,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50,22:30,1,9555,22,30,6
IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2:35,0,4804,2,35,5
Vistara,15/03/2019,Chennai,Kolkata,MAA → CCU,7:05,9:20,2:15,0,6627,2,15,5
Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,12:00,5:30,1,8586,5,30,6
IndiGo,9/5/2019,Kolkata,Banglore,CCU → BLR,22:15,0:50,2:35,0,4804,2,35,6
Air India,1/3/2019,Banglore,New Delhi,BLR → BOM → AMD → DEL,8:50,23:55,39:05:00,2,17135,39,5,10
Jet Airways,9/5/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1,15554,9h,30,7
IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,8:30,21:00,12:30,1,6838,12,30,4
IndiGo,3/3/2019,Delhi,Cochin,DEL → HYD → COK,7:35,12:00,4:25,1,8258,4,25,8
GoAir,6/3/2019,Delhi,Cochin,DEL → BOM → COK,10:25,19:20,8:55,1,8213,8,55,4
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:00,12h,1,12192,12h,30,8
Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9:15,1,14848,9,15,6
IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2:35,0,4148,2,35,10
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00,16h,1,10844,16h,30,9
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,22:35,27:40:00,1,10844,27,40,6
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,1:30,6:30,1,6795,6,30,8
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,4:40,12:10,1,14781,12,10,4
IndiGo,27/06/2019,Delhi,Cochin,DEL → MAA → COK,7:15,12:30,5:15,1,6582,5,15,8
SpiceJet,24/04/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,2:50,0,3919,2,50,9
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → HYD → COK,9:45,22:30,12:45,1,9646,12,45,8
SpiceJet,1/3/2019,Banglore,New Delhi,BLR → HYD → DEL,15:35,23:40,8:05,1,7744,8,5,9
Jet Airways,6/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,12:35,26:55:00,2,11733,26,55,5
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,9:00,4:25,19:25,1,10262,19,25,8
Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,5:45,12:15,6:30,1,17524,6,30,9
SpiceJet,9/3/2019,Mumbai,Hyderabad,BOM → HYD,22:45,0:10,1:25,0,3603,1,25,7
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:15,11:45,1,7564,11,45,8
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,10:20,21:00,10:40,1,7005,10,40,10
IndiGo,3/3/2019,Delhi,Cochin,DEL → BOM → COK,9:10,1:35,16:25,1,14871,16,25,6
Air Asia,18/04/2019,Banglore,Delhi,BLR → DEL,4:55,7:45,2:50,0,4282,2,50,7
Jet Airways,27/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,12:35,13:30,2,15129,13,30,6
Air Asia,24/06/2019,Delhi,Cochin,DEL → BLR → COK,16:45,22:25,5:40,1,6752,5,40,4
Air India,21/05/2019,Delhi,Cochin,DEL → COK,14:05,17:55,3:50,0,6094,3,50,9
IndiGo,1/5/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1:30,0,3175,1,30,7
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,8:45,19:15,10:30,1,8266,10,30,7
GoAir,12/4/2019,Banglore,Delhi,BLR → DEL,20:55,23:40,2:45,0,6722,2,45,6
SpiceJet,24/06/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,2:35,0,3873,2,35,9
Air India,3/4/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1:30,0,2575,1,30,7
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,6:40,19:15,12:35,1,7787,12,35,4
IndiGo,3/3/2019,Delhi,Cochin,DEL → BLR → COK,2:00,7:45,5:45,1,9257,5,45,7
Jet Airways,12/5/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3:05,0,4030,3,5,6
SpiceJet,3/5/2019,Banglore,Delhi,BLR → DEL,21:10,0:05,2:55,0,4991,2,55,10
IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,7:30,13:20,5:50,1,9861,5,50,7
IndiGo,15/03/2019,Banglore,New Delhi,BLR → NAG → DEL,16:50,21:35,4:45,1,10406,4,45,5
Jet Airways,9/6/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2:55,0,7229,2,55,7
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,8:45,21:00,12:15,1,7670,12,15,7
Jet Airways,24/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,4:25,8:25,2,14300,8,25,7
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,10:45,27:35:00,1,8452,27,35,6
SpiceJet,6/4/2019,Kolkata,Banglore,CCU → BLR,14:55,17:25,2:30,0,3873,2,30,6
SpiceJet,9/6/2019,Kolkata,Banglore,CCU → PNQ → BLR,8:35,17:15,8:40,1,6853,8,40,5
Jet Airways,6/4/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2:55,0,7229,2,55,6
Jet Airways,15/04/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,7229,3h,30,6
Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,19:15,12:35,17:20,1,14714,17,20,8
IndiGo,12/6/2019,Kolkata,Banglore,CCU → BLR,17:15,19:50,2:35,0,4804,2,35,7
IndiGo,9/5/2019,Kolkata,Banglore,CCU → PAT → BLR,9:20,14:15,4:55,1,11465,4,55,7
IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,23:30,2:20,2:50,0,4591,2,50,10
IndiGo,9/6/2019,Delhi,Cochin,DEL → BOM → COK,9:15,1:30,16:15,1,6628,16,15,7
IndiGo,6/3/2019,Delhi,Cochin,DEL → BLR → COK,2:00,7:45,5:45,1,8025,5,45,8
Air Asia,12/6/2019,Delhi,Cochin,DEL → BLR → COK,7:55,15:45,7:50,1,6152,7,50,6
IndiGo,3/4/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2:50,0,3943,2,50,4
Vistara,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,10:45,27:35:00,1,9187,27,35,8
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45,14:25,1,9187,14,25,5
Air India,1/5/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,13:45,27:45:00,2,15164,27,45,7
Multiple carriers,6/3/2019,Delhi,Cochin,DEL → HYD → COK,9:45,16:10,6:25,1,10276,6,25,7
Multiple carriers,1/6/2019,Delhi,Cochin,DEL → BOM → COK,3:50,19:00,15:10,1,12192,15,10,5
Air Asia,24/03/2019,Kolkata,Banglore,CCU → BBI → BLR,19:55,23:30,3:35,1,5554,3,35,4
Air India,27/03/2019,Delhi,Cochin,DEL → BOM → COK,7:00,19:15,12:15,1,6377,12,15,9
IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,20:30,1:35,5:05,1,6232,5,5,4
IndiGo,9/5/2019,Delhi,Cochin,DEL → BLR → COK,5:10,10:05,4:55,1,6496,4,55,7
IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,18:15,21:20,3:05,0,4823,3,5,6
IndiGo,6/6/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3:40,1,6116,3,40,9
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15,22:15,1,7757,22,15,8
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,8:45,19:15,10:30,1,8266,10,30,5
SpiceJet,21/05/2019,Kolkata,Banglore,CCU → BLR,6:55,9:30,2:35,0,3873,2,35,8
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05,12:55,1,11841,12,55,9
IndiGo,24/05/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2:35,0,4804,2,35,9
IndiGo,1/6/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2:50,0,3943,2,50,7
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7:45,1,15898,7,45,8
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,21:05,28:05:00,1,14151,28,5,7
Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,4:25,12:25,1,10577,12,25,6
Air India,3/4/2019,Banglore,Delhi,BLR → DEL,6:10,8:55,2:45,0,4441,2,45,8
Jet Airways,6/4/2019,Delhi,Cochin,DEL → BOM → COK,11:30,12:35,25:05:00,1,5177,25,5,8
Air India,1/4/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2:35,0,4460,2,35,8
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,8:00,21:00,13h,1,13727,13h,30,6
Jet Airways,3/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,12:35,20:35,1,14714,20,35,9
Jet Airways,6/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00,21:35,2,10588,21,35,10
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,9:00,18:50,9:50,1,7438,9,50,10
Air India,6/3/2019,Delhi,Cochin,DEL → MAA → COK,20:40,9:25,12:45,1,12677,12,45,6
Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00,24:45:00,1,14714,24,45,10
IndiGo,24/06/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1:30,0,2754,1,30,10
IndiGo,21/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,7:35,21:20,13:45,2,6494,13,45,7
IndiGo,15/03/2019,Banglore,New Delhi,BLR → HYD → DEL,16:15,20:35,4:20,1,5607,4,20,5
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,21:20,22:30,1,25735,22,30,5
IndiGo,3/5/2019,Banglore,Delhi,BLR → DEL,7:10,10:05,2:55,0,4823,2,55,10
Air India,21/03/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1:20,0,2050,1,20,10
Air India,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:50,23:15,14:25,1,12127,14,25,6
Multiple carriers,12/6/2019,Delhi,Cochin,DEL → BOM → COK,18:15,1:30,7:15,1,13377,7,15,8
Jet Airways,6/5/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,0,7229,3h,30,5
Vistara,24/04/2019,Delhi,Cochin,DEL → COK,6:00,9:10,3:10,0,6216,3,10,4
Air India,9/6/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3:05,0,8456,3,5,8
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,12:35,17:25,2,15129,17,25,9
Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,7:40,14:45,1,13817,14,45,4
GoAir,6/5/2019,Delhi,Cochin,DEL → AMD → COK,7:25,13:35,6:10,1,6296,6,10,8
Air India,21/03/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,2:30,0,5170,2,30,6
SpiceJet,24/05/2019,Banglore,Delhi,BLR → DEL,21:10,0:05,2:55,0,3919,2,55,10
IndiGo,3/4/2019,Banglore,Delhi,BLR → DEL,7:10,10:05,2:55,0,4823,2,55,6
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,4:25,18:25,1,10262,18,25,6
Jet Airways,9/6/2019,Delhi,Cochin,DEL → LKO → BOM → COK,14:05,12:35,22:30,2,13882,22,30,8
Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1,13587,8h,30,4
Jet Airways,9/3/2019,Delhi,Cochin,DEL → BOM → COK,0:20,4:25,28:05:00,1,11848,28,5,8
Air India,6/3/2019,Mumbai,Hyderabad,BOM → DEL → HYD,10:00,23:45,13:45,1,11678,13,45,8
IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,18:25,21:20,2:55,0,4823,2,55,6
SpiceJet,15/04/2019,Banglore,Delhi,BLR → DEL,21:10,0:05,2:55,0,3919,2,55,9
Vistara,12/6/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2:20,0,11982,2,20,8
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,18:00,8:25,1,10703,8,25,4
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,23:35,28:40:00,1,10844,28,40,6
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50,24:55:00,1,10844,24,55,5
IndiGo,27/06/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1:30,0,3175,1,30,8
Air India,1/6/2019,Delhi,Cochin,DEL → BOM → COK,8:00,19:15,11:15,1,9929,11,15,4
Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,19:10,5:05,1,19225,5,5,5
SpiceJet,24/05/2019,Mumbai,Hyderabad,BOM → HYD,5:45,7:15,1:30,0,2017,1,30,4
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,12:15,24:35:00,1,7832,24,35,4
Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,9:20,26:50:00,1,9663,26,50,5
Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,11:40,21:00,9:20,1,7005,9,20,8
IndiGo,12/5/2019,Mumbai,Hyderabad,BOM → HYD,2:35,4:05,1:30,0,3175,1,30,6
Air India,1/4/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,15:20,24:45:00,1,5006,24,45,8
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,8:45,19:15,10:30,1,9526,10,30,7
Jet Airways,6/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,5:30,19:00,13:30,2,13292,13,30,10
IndiGo,9/5/2019,Delhi,Cochin,DEL → LKO → COK,21:50,3:35,5:45,1,6058,5,45,7
Air India,24/06/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,7:40,26:25:00,3,10493,26,25,7
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,22:35,6:05,1,10844,6,5,7
Jet Airways,1/4/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,21:05,11:30,1,10953,11,30,8
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00,16h,1,10844,16h,30,10
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,9:45,13:20,1,10539,13,20,7
Jet Airways,15/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,5:30,4:25,22:55,2,13292,22,55,4
Vistara,18/05/2019,Delhi,Cochin,DEL → COK,6:00,9:10,3:10,0,6741,3,10,8
Jet Airways,6/6/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,9:20,13:20,1,14571,13,20,10
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,18:15,9:50,1,14781,9,50,4
IndiGo,18/05/2019,Mumbai,Hyderabad,BOM → HYD,16:55,18:25,1:30,0,3838,1,30,7
Air India,18/06/2019,Delhi,Cochin,DEL → COK,14:05,17:55,3:50,0,5201,3,50,5
Air Asia,9/6/2019,Delhi,Cochin,DEL → BLR → COK,7:55,15:45,7:50,1,8759,7,50,6
GoAir,24/04/2019,Delhi,Cochin,DEL → BOM → COK,7:00,12:55,5:55,1,6195,5,55,9
Air India,15/03/2019,Mumbai,Hyderabad,BOM → HYD,19:30,20:45,1:15,0,3100,1,15,8
SpiceJet,18/05/2019,Delhi,Cochin,DEL → BLR → COK,17:55,22:50,4:55,1,5975,4,55,6
Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9:30,1,10844,9,30,6
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,4:25,7:30,1,16079,7,30,9
SpiceJet,27/05/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,2:15,0,3543,2,15,10
SpiceJet,3/5/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2:30,0,3841,2,30,10
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,12:35,17:20,1,10262,17,20,6
Jet Airways,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,23:35,14h,1,12692,14h,30,8
IndiGo,1/6/2019,Chennai,Kolkata,MAA → CCU,7:55,10:15,2:20,0,3850,2,20,10
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,8:00,4:25,20:25,1,12373,20,25,10
Air India,21/03/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1:30,0,3100,1,30,7
Vistara,18/05/2019,Banglore,Delhi,BLR → DEL,19:30,22:15,2:45,0,4878,2,45,9
Jet Airways,9/5/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,19:00,23:50,2,15129,23,50,7
Multiple carriers Premium economy,21/03/2019,Delhi,Cochin,DEL → BOM → COK,8:55,21:00,12:05,1,9845,12,5,7
IndiGo,1/5/2019,Banglore,Delhi,BLR → DEL,1:30,4:15,2:45,0,4077,2,45,6
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:00,11:30,1,9315,11,30,5
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9:30,1,14781,9,30,4
Air India,6/3/2019,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,16:50,16:55,5,2,17327,5,30,4
Air India,9/3/2019,Banglore,New Delhi,BLR → DEL,17:00,19:50,2:50,0,9481,2,50,4
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,5:10,19:45,38:35:00,2,8938,38,35,6
Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,12:00,5:30,1,14388,5,30,5
Air India,21/03/2019,Delhi,Cochin,DEL → BLR → COK,20:30,23:00,26:30:00,1,5704,26,30,4
GoAir,9/6/2019,Banglore,Delhi,BLR → DEL,7:45,10:40,2:55,0,3898,2,55,8
Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM → HYD,2:55,4:25,1:30,0,5678,1,30,8
IndiGo,9/3/2019,Delhi,Cochin,DEL → HYD → COK,7:35,12:00,4:25,1,6937,4,25,6
IndiGo,21/03/2019,Mumbai,Hyderabad,BOM → HYD,19:05,20:30,1:25,0,2754,1,25,10
SpiceJet,15/03/2019,Mumbai,Hyderabad,BOM → HYD,22:45,0:10,1:25,0,2647,1,25,8
IndiGo,21/05/2019,Kolkata,Banglore,CCU → MAA → BLR,6:20,10:20,4h,1,4226,4h,30,9
GoAir,18/05/2019,Banglore,Delhi,BLR → DEL,7:45,10:40,2:55,0,4239,2,55,6
IndiGo,27/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,4:35,5:05,1,9165,5,5,8
Jet Airways,1/3/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2:40,0,18308,2,40,8
